boardCode,academicYear,classLevel,subjectName,subjectStableKey,defaultSelected,optional,verificationStatus,chapterSequence,chapterName,chapterStableKey,topicSequence,topicName,topicStableKey
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c4-4-ch4,3,Types of shelters,c4-4-ch4-t3
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c4-4-ch4,4,Maps and routes,c4-4-ch4-t4
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c4-4-ch4,5,Transport,c4-4-ch4-t5
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c4-4-ch5,1,Air and weather,c4-4-ch5-t1
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c4-4-ch5,2,Soil,c4-4-ch5-t2
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c4-4-ch5,3,Waste management,c4-4-ch5-t3
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c4-4-ch5,4,Natural resources,c4-4-ch5-t4
CBSE,2026-27,4,Environmental Studies,cbse-2026-27-c4-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c4-4-ch5,5,Environmental responsibility,c4-4-ch5-t5
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c4-5-ch1,1,Directions,c4-5-ch1-t1
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c4-5-ch1,2,Symbols and scale,c4-5-ch1-t2
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c4-5-ch1,3,Landforms,c4-5-ch1-t3
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c4-5-ch1,4,Continents and oceans,c4-5-ch1-t4
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c4-5-ch2,1,Diversity,c4-5-ch2-t1
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c4-5-ch2,2,Occupations,c4-5-ch2-t2
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c4-5-ch2,3,Local government,c4-5-ch2-t3
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c4-5-ch2,4,Rights and responsibilities,c4-5-ch2-t4
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c4-5-ch3,1,Sources of history,c4-5-ch3-t1
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c4-5-ch3,2,Timelines,c4-5-ch3-t2
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c4-5-ch3,3,Local heritage,c4-5-ch3-t3
CBSE,2026-27,4,Social Science,cbse-2026-27-c4-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c4-5-ch3,4,Important monuments,c4-5-ch3-t4
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading Comprehension,c5-1-ch1,1,Main idea,c5-1-ch1-t1
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading Comprehension,c5-1-ch1,2,Sequence of events,c5-1-ch1-t2
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading Comprehension,c5-1-ch1,3,Character and setting,c5-1-ch1-t3
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading Comprehension,c5-1-ch1,4,Inference from text,c5-1-ch1-t4
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading Comprehension,c5-1-ch1,5,Vocabulary in context,c5-1-ch1-t5
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c5-1-ch2,1,Paragraph writing,c5-1-ch2-t1
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c5-1-ch2,2,Informal letter,c5-1-ch2-t2
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c5-1-ch2,3,Story writing,c5-1-ch2-t3
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c5-1-ch2,4,Picture composition,c5-1-ch2-t4
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c5-1-ch2,5,Editing and revision,c5-1-ch2-t5
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c5-1-ch3,1,Nouns and pronouns,c5-1-ch3-t1
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c5-1-ch3,2,Verbs and tenses,c5-1-ch3-t2
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c5-1-ch3,3,Adjectives and adverbs,c5-1-ch3-t3
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c5-1-ch3,4,Articles and prepositions,c5-1-ch3-t4
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c5-1-ch3,5,Sentence types and punctuation,c5-1-ch3-t5
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Speaking and Listening,c5-1-ch4,1,Oral presentation,c5-1-ch4-t1
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Speaking and Listening,c5-1-ch4,2,Conversation skills,c5-1-ch4-t2
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Speaking and Listening,c5-1-ch4,3,Listening for details,c5-1-ch4-t3
CBSE,2026-27,5,English,cbse-2026-27-c5-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Speaking and Listening,c5-1-ch4,4,Recitation and role play,c5-1-ch4-t4
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,पठन कौशल,c5-2-ch1,1,मुख्य विचार,c5-2-ch1-t1
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,पठन कौशल,c5-2-ch1,2,घटनाक्रम,c5-2-ch1-t2
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,पठन कौशल,c5-2-ch1,3,पात्र और परिवेश,c5-2-ch1-t3
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,पठन कौशल,c5-2-ch1,4,अनुमान,c5-2-ch1-t4
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,1,पठन कौशल,c5-2-ch1,5,शब्दार्थ,c5-2-ch1-t5
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,लेखन कौशल,c5-2-ch2,1,अनुच्छेद,c5-2-ch2-t1
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,लेखन कौशल,c5-2-ch2,2,अनौपचारिक पत्र,c5-2-ch2-t2
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,लेखन कौशल,c5-2-ch2,3,कहानी लेखन,c5-2-ch2-t3
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,लेखन कौशल,c5-2-ch2,4,चित्र वर्णन,c5-2-ch2-t4
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,2,लेखन कौशल,c5-2-ch2,5,संवाद लेखन,c5-2-ch2-t5
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,व्याकरण,c5-2-ch3,1,संज्ञा और सर्वनाम,c5-2-ch3-t1
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,व्याकरण,c5-2-ch3,2,क्रिया और काल,c5-2-ch3-t2
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,व्याकरण,c5-2-ch3,3,विशेषण,c5-2-ch3-t3
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,व्याकरण,c5-2-ch3,4,लिंग और वचन,c5-2-ch3-t4
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,3,व्याकरण,c5-2-ch3,5,विराम चिह्न,c5-2-ch3-t5
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,श्रवण और वाचन,c5-2-ch4,1,कविता पाठ,c5-2-ch4-t1
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,श्रवण और वाचन,c5-2-ch4,2,मौखिक प्रस्तुति,c5-2-ch4-t2
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,श्रवण और वाचन,c5-2-ch4,3,संवाद,c5-2-ch4-t3
CBSE,2026-27,5,Hindi,cbse-2026-27-c5-hindi,False,True,CURATED_FROM_OFFICIAL_SOURCE,4,श्रवण और वाचन,c5-2-ch4,4,सुनकर उत्तर देना,c5-2-ch4-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers and Place Value,c5-3-ch1,1,Indian place-value system,c5-3-ch1-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers and Place Value,c5-3-ch1,2,Comparing and ordering numbers,c5-3-ch1-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers and Place Value,c5-3-ch1,3,Rounding,c5-3-ch1-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers and Place Value,c5-3-ch1,4,Number patterns,c5-3-ch1-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Numbers and Place Value,c5-3-ch1,5,Roman numerals,c5-3-ch1-t5
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Operations,c5-3-ch2,1,Addition,c5-3-ch2-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Operations,c5-3-ch2,2,Subtraction,c5-3-ch2-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Operations,c5-3-ch2,3,Multiplication,c5-3-ch2-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Operations,c5-3-ch2,4,Division,c5-3-ch2-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Operations,c5-3-ch2,5,Multi-step word problems,c5-3-ch2-t5
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Fractions and Decimals,c5-3-ch3,1,Fraction as part of a whole,c5-3-ch3-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Fractions and Decimals,c5-3-ch3,2,Equivalent fractions,c5-3-ch3-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Fractions and Decimals,c5-3-ch3,3,Comparing fractions,c5-3-ch3-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Fractions and Decimals,c5-3-ch3,4,Addition and subtraction of like fractions,c5-3-ch3-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Fractions and Decimals,c5-3-ch3,5,Introduction to decimals,c5-3-ch3-t5
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Geometry,c5-3-ch4,1,Lines and angles,c5-3-ch4-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Geometry,c5-3-ch4,2,Polygons,c5-3-ch4-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Geometry,c5-3-ch4,3,Circles,c5-3-ch4-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Geometry,c5-3-ch4,4,Symmetry,c5-3-ch4-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Geometry,c5-3-ch4,5,Nets and spatial reasoning,c5-3-ch4-t5
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Measurement,c5-3-ch5,1,"Length, mass and capacity",c5-3-ch5-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Measurement,c5-3-ch5,2,Perimeter,c5-3-ch5-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Measurement,c5-3-ch5,3,Area using unit squares,c5-3-ch5-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Measurement,c5-3-ch5,4,Time,c5-3-ch5-t4
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Measurement,c5-3-ch5,5,Money,c5-3-ch5-t5
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,6,Data Handling,c5-3-ch6,1,Tables,c5-3-ch6-t1
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,6,Data Handling,c5-3-ch6,2,Pictographs,c5-3-ch6-t2
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,6,Data Handling,c5-3-ch6,3,Bar graphs,c5-3-ch6-t3
CBSE,2026-27,5,Mathematics,cbse-2026-27-c5-mathematics,True,False,CURATED_FROM_OFFICIAL_SOURCE,6,Data Handling,c5-3-ch6,4,Reading and interpreting data,c5-3-ch6-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Family and Community,c5-4-ch1,1,Changing families,c5-4-ch1-t1
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Family and Community,c5-4-ch1,2,Work people do,c5-4-ch1-t2
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Family and Community,c5-4-ch1,3,Inclusion and diversity,c5-4-ch1-t3
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Family and Community,c5-4-ch1,4,Local institutions,c5-4-ch1-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,"Food, Health and Hygiene",c5-4-ch2,1,Food sources,c5-4-ch2-t1
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,"Food, Health and Hygiene",c5-4-ch2,2,Balanced diet,c5-4-ch2-t2
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,"Food, Health and Hygiene",c5-4-ch2,3,Digestion awareness,c5-4-ch2-t3
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,"Food, Health and Hygiene",c5-4-ch2,4,Communicable disease prevention,c5-4-ch2-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,"Food, Health and Hygiene",c5-4-ch2,5,Cleanliness,c5-4-ch2-t5
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c5-4-ch3,1,Plant life cycles,c5-4-ch3-t1
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c5-4-ch3,2,Animal habitats,c5-4-ch3-t2
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c5-4-ch3,3,Adaptations,c5-4-ch3-t3
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c5-4-ch3,4,Food chains,c5-4-ch3-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Plants and Animals,c5-4-ch3,5,Conservation,c5-4-ch3-t5
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c5-4-ch4,1,Sources and storage of water,c5-4-ch4-t1
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c5-4-ch4,2,Water conservation,c5-4-ch4-t2
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c5-4-ch4,3,Types of shelters,c5-4-ch4-t3
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c5-4-ch4,4,Maps and routes,c5-4-ch4-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,"Water, Shelter and Travel",c5-4-ch4,5,Transport,c5-4-ch4-t5
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c5-4-ch5,1,Air and weather,c5-4-ch5-t1
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c5-4-ch5,2,Soil,c5-4-ch5-t2
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c5-4-ch5,3,Waste management,c5-4-ch5-t3
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c5-4-ch5,4,Natural resources,c5-4-ch5-t4
CBSE,2026-27,5,Environmental Studies,cbse-2026-27-c5-environmental-studies,True,False,CURATED_FROM_OFFICIAL_SOURCE,5,Our Environment,c5-4-ch5,5,Environmental responsibility,c5-4-ch5-t5
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c5-5-ch1,1,Directions,c5-5-ch1-t1
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c5-5-ch1,2,Symbols and scale,c5-5-ch1-t2
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c5-5-ch1,3,Landforms,c5-5-ch1-t3
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Our Earth and Maps,c5-5-ch1,4,Continents and oceans,c5-5-ch1-t4
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c5-5-ch2,1,Diversity,c5-5-ch2-t1
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c5-5-ch2,2,Occupations,c5-5-ch2-t2
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c5-5-ch2,3,Local government,c5-5-ch2-t3
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,People and Communities,c5-5-ch2,4,Rights and responsibilities,c5-5-ch2-t4
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c5-5-ch3,1,Sources of history,c5-5-ch3-t1
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c5-5-ch3,2,Timelines,c5-5-ch3-t2
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c5-5-ch3,3,Local heritage,c5-5-ch3-t3
CBSE,2026-27,5,Social Science,cbse-2026-27-c5-social-science,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Past and Heritage,c5-5-ch3,4,Important monuments,c5-5-ch3-t4
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading,c6-1-ch1,1,Factual passages,c6-1-ch1-t1
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading,c6-1-ch1,2,Literary passages,c6-1-ch1-t2
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading,c6-1-ch1,3,Inference,c6-1-ch1-t3
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,1,Reading,c6-1-ch1,4,Vocabulary in context,c6-1-ch1-t4
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c6-1-ch2,1,Paragraph,c6-1-ch2-t1
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c6-1-ch2,2,Informal letter,c6-1-ch2-t2
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c6-1-ch2,3,Notice,c6-1-ch2-t3
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,2,Writing,c6-1-ch2,4,Story,c6-1-ch2-t4
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c6-1-ch3,1,Parts of speech,c6-1-ch3-t1
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c6-1-ch3,2,Tenses,c6-1-ch3-t2
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c6-1-ch3,3,Subject-verb agreement,c6-1-ch3-t3
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,3,Grammar,c6-1-ch3,4,Sentence transformation,c6-1-ch3-t4
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Literature Study,c6-1-ch4,1,Theme,c6-1-ch4-t1
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Literature Study,c6-1-ch4,2,Character,c6-1-ch4-t2
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Literature Study,c6-1-ch4,3,Plot,c6-1-ch4-t3
CBSE,2026-27,6,English,cbse-2026-27-c6-english,True,False,CURATED_FROM_OFFICIAL_SOURCE,4,Literature Study,c6-1-ch4,4,Poetic devices,c6-1-ch4-t4
